MAp,eps,omegah2,xf
5.981501788166e-02,1.643981455302e-04,1.190000000000e-01,1.840000000000e+01
5.981501788166e-02,1.633176560265e-04,1.200000000000e-01,1.840000000000e+01
5.893118526271e-02,1.614494102226e-04,1.210000000000e-01,1.840000000000e+01
5.806041224192e-02,1.596025359132e-04,1.210000000000e-01,1.840000000000e+01
5.720250584940e-02,1.577767886226e-04,1.210000000000e-01,1.840000000000e+01
5.635727596656e-02,1.559719266715e-04,1.220000000000e-01,1.840000000000e+01
5.635727596656e-02,1.571049288814e-04,1.200000000000e-01,1.840000000000e+01
5.552453528406e-02,1.564359301156e-04,1.190000000000e-01,1.840000000000e+01
5.552453528406e-02,1.554077714345e-04,1.210000000000e-01,1.840000000000e+01
5.470409926022e-02,1.537289478707e-04,1.210000000000e-01,1.840000000000e+01
5.389578608020e-02,1.520682601346e-04,1.210000000000e-01,1.840000000000e+01
5.309941661565e-02,1.504255123102e-04,1.220000000000e-01,1.840000000000e+01
5.309941661565e-02,1.515182245790e-04,1.200000000000e-01,1.840000000000e+01
5.231481438507e-02,1.509701785189e-04,1.190000000000e-01,1.840000000000e+01
5.231481438507e-02,1.499779429147e-04,1.210000000000e-01,1.840000000000e+01
5.154180551462e-02,1.484533192190e-04,1.210000000000e-01,1.840000000000e+01
5.078021869969e-02,1.469441943185e-04,1.220000000000e-01,1.840000000000e+01
5.078021869969e-02,1.480116177994e-04,1.200000000000e-01,1.840000000000e+01
5.002988516684e-02,1.475712305986e-04,1.200000000000e-01,1.840000000000e+01
4.929063863646e-02,1.471321537063e-04,1.190000000000e-01,1.840000000000e+01
4.929063863646e-02,1.461651431161e-04,1.200000000000e-01,1.840000000000e+01
4.856231528592e-02,1.447724531096e-04,1.210000000000e-01,1.840000000000e+01
4.784475371323e-02,1.433930329252e-04,1.210000000000e-01,1.840000000000e+01
4.713779490129e-02,1.420267561255e-04,1.220000000000e-01,1.840000000000e+01
4.713779490129e-02,1.430584586376e-04,1.210000000000e-01,1.840000000000e+01
4.644128218266e-02,1.427246650012e-04,1.200000000000e-01,1.840000000000e+01
4.575506120484e-02,1.423916501946e-04,1.200000000000e-01,1.840000000000e+01
4.507897989604e-02,1.420594124006e-04,1.190000000000e-01,1.840000000000e+01
4.507897989604e-02,1.411257418686e-04,1.210000000000e-01,1.840000000000e+01
4.441288843151e-02,1.398710878815e-04,1.220000000000e-01,1.840000000000e+01
4.441288843151e-02,1.408871313135e-04,1.200000000000e-01,1.840000000000e+01
4.375663920033e-02,1.406489241929e-04,1.200000000000e-01,1.850000000000e+01
4.311008677268e-02,1.404111198248e-04,1.200000000000e-01,1.840000000000e+01
4.247308786763e-02,1.401737175281e-04,1.200000000000e-01,1.850000000000e+01
4.184550132140e-02,1.399367166230e-04,1.200000000000e-01,1.850000000000e+01
4.122718805603e-02,1.397001164309e-04,1.210000000000e-01,1.850000000000e+01
4.061801104861e-02,1.394639162743e-04,1.210000000000e-01,1.850000000000e+01
4.001783530089e-02,1.392281154768e-04,1.220000000000e-01,1.850000000000e+01
4.001783530089e-02,1.402394882660e-04,1.210000000000e-01,1.850000000000e+01
3.942652780937e-02,1.410193732867e-04,1.210000000000e-01,1.850000000000e+01
3.884395753581e-02,1.418035953215e-04,1.200000000000e-01,1.860000000000e+01
3.826999537822e-02,1.425921784891e-04,1.210000000000e-01,1.860000000000e+01
3.770451414223e-02,1.433851470420e-04,1.210000000000e-01,1.860000000000e+01
3.714738851289e-02,1.441825253678e-04,1.220000000000e-01,1.860000000000e+01
3.714738851289e-02,1.452298876935e-04,1.210000000000e-01,1.870000000000e+01
3.659849502695e-02,1.470983621009e-04,1.210000000000e-01,1.870000000000e+01
3.605771204543e-02,1.489908756139e-04,1.220000000000e-01,1.870000000000e+01
3.605771204543e-02,1.500731664782e-04,1.210000000000e-01,1.880000000000e+01
3.552491972672e-02,1.531081310161e-04,1.210000000000e-01,1.880000000000e+01
3.500000000000e-02,1.562044723474e-04,1.210000000000e-01,1.890000000000e+01
