MAp,eps,omegah2,xf,method,ncalls
1.2099085328e+00,1.4975479473e-03,1.2100000000e-01,2.1000000000e+01,refine,1
1.2280543858e+00,1.5201686581e-03,1.2100000000e-01,2.1100000000e+01,refine,1
1.2464723850e+00,1.5431310585e-03,1.2100000000e-01,2.1100000000e+01,refine,1
1.2651666120e+00,1.5664403098e-03,1.2100000000e-01,2.1100000000e+01,refine,1
1.2841412095e+00,1.5901016513e-03,1.2100000000e-01,2.1100000000e+01,refine,1
1.3034003824e+00,1.6141204012e-03,1.2100000000e-01,2.1100000000e+01,refine,1
1.3229483988e+00,1.6385019583e-03,1.2000000000e-01,2.1100000000e+01,refine,1
1.3427895905e+00,1.6632518029e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.3629283547e+00,1.6883754981e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.3833691541e+00,1.7026144035e-03,1.2100000000e-01,2.1200000000e+01,refine,1
1.4041165186e+00,1.7294457311e-03,1.2100000000e-01,2.1200000000e+01,refine,1
1.4251750460e+00,1.7566998909e-03,1.2100000000e-01,2.1200000000e+01,refine,1
1.4465494031e+00,1.7843835462e-03,1.2100000000e-01,2.1200000000e+01,refine,1
1.4682443264e+00,1.8125034654e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.4902646238e+00,1.8410665235e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.5126151753e+00,1.8577888021e-03,1.2100000000e-01,2.1200000000e+01,refine,1
1.5353009337e+00,1.8882807857e-03,1.2100000000e-01,2.1200000000e+01,refine,2
1.5583269264e+00,1.9192732359e-03,1.2000000000e-01,2.1200000000e+01,refine,2
1.5816982563e+00,1.9379531075e-03,1.2100000000e-01,2.1200000000e+01,refine,1
1.6054201024e+00,1.9710293667e-03,1.2100000000e-01,2.1300000000e+01,refine,2
1.6294977219e+00,2.0046701591e-03,1.2000000000e-01,2.1300000000e+01,refine,2
1.6539364505e+00,2.0254847621e-03,1.2100000000e-01,2.1300000000e+01,refine,1
1.6787417039e+00,2.0613816633e-03,1.2100000000e-01,2.1300000000e+01,refine,2
1.7039189792e+00,2.0979147516e-03,1.2000000000e-01,2.1300000000e+01,refine,1
1.7294738559e+00,2.1210626130e-03,1.2100000000e-01,2.1300000000e+01,refine,2
1.7554119972e+00,2.1444658821e-03,1.2100000000e-01,2.1400000000e+01,refine,1
1.7817391510e+00,2.1838769618e-03,1.2100000000e-01,2.1400000000e+01,refine,2
1.8084611519e+00,2.2240123400e-03,1.2000000000e-01,2.1400000000e+01,refine,1
1.8355839214e+00,2.2499996074e-03,1.2000000000e-01,2.1400000000e+01,refine,2
1.8631134703e+00,2.2762905323e-03,1.2100000000e-01,2.1400000000e+01,refine,2
1.8910558992e+00,2.3196171729e-03,1.2000000000e-01,2.1400000000e+01,refine,2
1.9194174005e+00,2.3372495076e-03,1.2100000000e-01,2.1400000000e+01,refine,1
1.9482042593e+00,2.3721230422e-03,1.2100000000e-01,2.1400000000e+01,refine,1
1.9774228549e+00,2.4075169164e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.0070796625e+00,2.4434388940e-03,1.2000000000e-01,2.1500000000e+01,refine,1
2.0371812542e+00,2.4520750374e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.0677343007e+00,2.4607417045e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.0987455728e+00,2.4417345119e-03,1.2100000000e-01,2.1500000000e+01,refine,1
2.1302219428e+00,2.4515673431e-03,1.2000000000e-01,2.1500000000e+01,refine,1
2.1621703863e+00,2.4614397710e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.1945979831e+00,2.4713519549e-03,1.2100000000e-01,2.1500000000e+01,refine,2
2.2275119195e+00,2.4993286000e-03,1.2000000000e-01,2.1500000000e+01,refine,2
2.2609194894e+00,2.5110094221e-03,1.2100000000e-01,2.1500000000e+01,refine,1
2.2948280963e+00,2.5410704120e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.3292452545e+00,2.5714912823e-03,1.2000000000e-01,2.1600000000e+01,refine,2
2.3641785911e+00,2.6022763414e-03,1.2000000000e-01,2.1600000000e+01,refine,2
2.3996358477e+00,2.6161220082e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.4356248818e+00,2.6491463357e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.4721536689e+00,2.6825875422e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.5092303040e+00,2.7164508901e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.5468630035e+00,2.7507417082e-03,1.2100000000e-01,2.1600000000e+01,refine,1
2.5850601073e+00,2.7854653927e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.6238300800e+00,2.8206274077e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.6631815134e+00,2.8562332866e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.7031231280e+00,2.8922886324e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.7436637753e+00,2.9287991189e-03,1.2100000000e-01,2.1700000000e+01,refine,1
2.7848124393e+00,2.9657704914e-03,1.2000000000e-01,2.1700000000e+01,refine,2
2.8265782388e+00,3.0032085680e-03,1.2000000000e-01,2.1800000000e+01,refine,1
2.8689704296e+00,3.0211318040e-03,1.2000000000e-01,2.1800000000e+01,refine,2
2.9119984060e+00,3.0391620063e-03,1.2000000000e-01,2.1800000000e+01,refine,2
2.9556717033e+00,3.0372060323e-03,1.2100000000e-01,2.1800000000e+01,refine,2
3.0000000000e+00,3.0572998135e-03,1.2100000000e-01,2.1800000000e+01,seed,7
